agentid,officeid,firstname,lastname,phonenumber,email,licensenumber,yearsofexperience
70751,4162,Julie,Jones,(697) 531-2802,jonesj@mail.com,Sz98-36506320,29.08
32851,8419,Thomas,Montgomery,(722) 154-9494,thomas.montgomery@hotmail.com,gt91-08521431,2.54
51036,2325,Brandy,Castaneda,(771) 643-6335,brandy_castaneda@icloud.com,lP58-63910980,18.75
10917,6567,Karen,Rodriguez,(846) 561-1924,karenrodriguez@hotmail.com,FL80-09822754,22.14
67754,3198,Thomas,Washington,(196) 097-5550,thomas.washington@hotmail.com,FD75-62724897,3.85
96601,2529,Jared,Avila,(389) 907-1687,jared_avila@mail.com,wx93-68959260,18.47
18419,1992,Stacey,Jackson,(702) 078-9853,jacksons@hotmail.com,cJ52-50674120,21.86
89807,1992,Bryan,Ramirez,(304) 079-6384,ramirezb@mail.com,jz37-84032195,3.48
74891,8120,Tiffany,Brown,(088) 465-8394,tiffanybrown@yahoo.com,EY73-41554225,24.28
87024,3402,Alicia,Booker,(429) 724-7383,alicia_booker@aol.com,pS99-11443924,29.42
34849,7150,Robert,Craig,(225) 888-2877,rcraig@mail.com,cW27-26839877,22.45
29957,3270,Nicholas,Hansen,(038) 603-3463,hansenn@icloud.com,tt73-45309363,17.92
79699,7619,Katherine,Williams,(236) 376-1485,katherine_williams@aol.com,AE82-82354677,28.93
52278,1926,Lindsay,Barrera,(138) 640-2530,barreral@comcast.net,VI56-18212383,28.67
84862,2997,Ronald,Hayes,(802) 474-8877,ronald.hayes@gmail.com,jT84-58638655,28.15
57799,3404,Kimberly,Andrews,(264) 775-6719,andrewsk@hotmail.com,KV45-23531450,18.5
87609,8588,Bradley,Brown,(697) 631-3121,bradley_brown@aol.com,LO96-60552744,15.94
66023,2897,Kyle,Cross,(345) 907-4178,kcross@mail.com,pM73-23908432,5.66
67285,6073,Jenna,Rodriguez,(853) 471-3221,jenna_rodriguez@yahoo.com,rs56-33456706,24.75
90811,6073,Matthew,Graves,(496) 095-7215,matthewgraves@mail.com,KD13-66060571,3.66
20157,2869,Charles,Martinez,(729) 098-8426,charlesmartinez@aol.com,Aw57-40657932,10.85
16297,6430,Cole,Jones,(166) 900-5326,cjones@hotmail.com,DY02-60828049,2.16
28621,5620,Bruce,Bonilla,(908) 808-4042,bbonilla@mail.com,sR40-41589961,23.17
79295,5317,Christopher,Pope,(285) 901-1695,christopher.pope@mail.com,XK64-80845810,19.43
42722,1755,Meghan,Chandler,(812) 526-2060,meghan.chandler@icloud.com,Dp54-42502411,27.65
81737,7577,Brandon,Gonzalez,(973) 867-7185,gonzalezb@icloud.com,Ir05-77415091,22.56
23441,7443,Jason,Washington,(586) 035-4507,jason.washington@icloud.com,YH45-69789801,19.3
68218,3322,Curtis,Allen,(746) 347-2624,curtisallen@comcast.net,LF88-92974028,17.95
46005,8298,Nicole,Tucker,(824) 747-2063,nicoletucker@aol.com,uX03-74937240,28.05
35197,2897,Heather,Robinson,(102) 241-5033,hrobinson@comcast.net,EN80-13366435,6.15
41303,5335,Michael,Carson,(893) 283-3545,michael.carson@comcast.net,RZ79-95883345,12.09
75292,1708,Lisa,Wright,(213) 780-3641,lisa.wright@icloud.com,hL56-05507455,27.17
27017,8293,Julie,Dalton,(482) 320-3676,julie.dalton@gmail.com,OG79-69083408,29.27
53004,4258,Daniel,Smith,(808) 133-1024,dsmith@yahoo.com,Nw73-14055171,17.5
54458,9788,Catherine,Hernandez,(364) 217-5837,hernandezc@aol.com,kQ35-29755890,18.93
66126,6567,Joe,Martinez,(060) 685-7884,joe.martinez@icloud.com,mA25-89545886,12.81
76201,6700,Ricky,Ponce,(552) 158-2749,ricky.ponce@hotmail.com,Bj34-51877020,21.62
88612,9258,Melanie,Hill,(851) 799-6843,melanie_hill@mail.com,oR13-93264219,5.55
97625,6219,Kristen,Campbell,(414) 121-4646,kristen_campbell@mail.com,oO85-91026225,3.59
71681,1030,Jessica,Wilson,(042) 242-6490,jessica_wilson@aol.com,SA93-23385932,17.68
57545,7227,Anna,Baker,(503) 825-4258,annabaker@mail.com,ig73-31927531,1.85
52655,3404,Paul,Schmidt,(805) 082-7644,paul.schmidt@mail.com,iE83-29034940,26.67
76514,6991,Alicia,Hughes,(204) 325-6747,alicia.hughes@aol.com,Om90-78754767,3.5
64091,1824,Lindsay,Daniels,(745) 674-5108,lindsaydaniels@comcast.net,BV70-07692490,11.87
13094,1425,Stacy,Harmon,(402) 802-1884,stacyharmon@outlook.com,Rz60-20995663,24.52
65148,1824,Jodi,Jackson,(862) 044-1826,jodi_jackson@mail.com,lT45-53306201,18.68
52561,3078,Amy,Russell,(369) 766-8498,amy_russell@mail.com,nO02-80375689,15.11
11397,8005,Amy,Ford,(326) 535-5510,amy_ford@yahoo.com,YO17-36061572,29.82
63769,6564,Andrew,Villanueva,(296) 510-4293,andrew.villanueva@hotmail.com,CT03-42883982,26.09
97064,8419,Amy,Reynolds,(241) 186-0517,amy_reynolds@outlook.com,Yj90-44563207,3.72
98808,2623,Diane,Hays,(638) 899-3988,haysd@hotmail.com,ts01-61276322,3.09
81530,3198,James,Smith,(836) 698-4105,jamessmith@mail.com,EV58-31475513,15.43
32945,7134,Kathryn,Mckenzie,(512) 450-3187,mckenziek@gmail.com,bU08-62304348,1.92
62506,2861,Kathy,Hicks,(099) 029-7140,khicks@mail.com,dg90-19782550,5.06
38285,6024,Kimberly,Clark,(653) 746-4306,kimberly_clark@gmail.com,SZ89-12787926,8.68
83199,2025,Wendy,Solis,(961) 554-9885,wendy_solis@yahoo.com,Bx73-31367883,10.16
84462,8419,Janet,Bennett,(206) 370-3358,janetbennett@icloud.com,Yj31-95522478,18.77
25054,2524,Monica,Ellis,(389) 069-1351,monica.ellis@gmail.com,yb53-56019009,16.83
41526,2486,Deborah,Rivera,(096) 995-2021,deborah_rivera@outlook.com,vD78-32031700,7.02
97905,2905,David,Powell,(629) 670-8414,david.powell@comcast.net,Sd09-33072422,4.17
48316,9788,Brandi,Peterson,(012) 217-2461,brandi_peterson@comcast.net,VO80-48467060,17.93
64326,6567,James,Lindsey,(470) 758-7047,jameslindsey@outlook.com,Pl47-95386873,22.7
18046,8301,Tara,Mejia,(556) 377-5254,mejiat@gmail.com,Yp80-65136109,26.88
28880,6370,Hannah,Johnson,(635) 593-1879,johnsonh@outlook.com,qc05-36698389,1.81
26349,1518,Teresa,Moore,(979) 369-0256,teresa_moore@icloud.com,bZ72-50447902,11.94
27484,7443,Jeff,Pratt,(392) 311-7615,jeff_pratt@yahoo.com,wv85-42561062,5.8
69921,2829,Carrie,Phillips,(870) 894-0846,phillipsc@gmail.com,Og64-22920732,9.77
56898,1992,Tina,Barr,(911) 567-2075,barrt@hotmail.com,NX89-89010223,22.9
19964,7262,Marc,Thompson,(850) 848-4863,mthompson@comcast.net,lj28-08614450,16.84
67523,5674,David,Morrison,(572) 906-8183,david_morrison@icloud.com,qg11-85855483,11.26
95630,5317,Meghan,Rodriguez,(642) 292-3139,rodriguezm@gmail.com,bq39-39558228,21.22
94016,7724,Richard,Peterson,(755) 237-2004,petersonr@hotmail.com,vP57-21049495,28.63
68830,6339,Jill,Hanson,(971) 916-0493,hansonj@comcast.net,id50-64793232,12.61
90215,9684,Heather,Walker,(246) 107-9547,heather_walker@icloud.com,xp99-32531500,24.74
90905,5296,Eric,James,(952) 403-5570,eric_james@gmail.com,Pm70-00731644,13.44
98745,6370,Christina,Dillon,(120) 819-5757,christina_dillon@gmail.com,zs35-16907078,15.17
88262,2986,Carla,Levine,(080) 522-6250,carlalevine@hotmail.com,kD20-38146257,3.85
91385,2943,Jessica,Doyle,(889) 730-3223,jdoyle@comcast.net,ew14-29167931,3.34
80172,2275,Cody,Sharp,(189) 438-5279,cody_sharp@yahoo.com,ur11-24078303,2.95
90430,4499,Jeremy,Schneider,(929) 978-2442,jeremyschneider@icloud.com,Ac82-31934158,19.2
62761,7977,James,Boyd,(545) 028-1445,james.boyd@gmail.com,tN54-93405460,15.9
73733,7215,Ashley,Wilson,(387) 572-1126,ashley_wilson@gmail.com,nG01-96841988,26.89
59324,1662,Johnathan,Castillo,(079) 503-4639,jcastillo@hotmail.com,nH77-82102590,29.64
92256,9800,Sandra,Henderson,(856) 522-2811,shenderson@icloud.com,Mm19-19909448,21.11
10548,6073,Samantha,Grant,(768) 124-4451,samantha.grant@gmail.com,cG99-59390580,11.11
80792,3402,Shelly,Preston,(909) 189-2286,shelly_preston@icloud.com,On53-37900400,15.9
11009,8588,Michael,Hale,(012) 858-4782,michaelhale@outlook.com,kF34-27036884,2.81
43498,8196,Jacob,Smith,(635) 467-9405,jacobsmith@mail.com,dX82-28849939,5.42
20163,9101,Nicole,Jensen,(492) 700-7333,njensen@icloud.com,pT61-84852752,5.72
22543,2163,Sarah,Ross,(398) 195-3179,sross@aol.com,Za18-77649323,24.15
43458,7445,Robert,Jenkins,(954) 478-9140,rjenkins@mail.com,Ug70-30221128,16.34
34122,5960,Allison,Gonzalez,(093) 689-2282,gonzaleza@yahoo.com,BE26-11815753,11.0
85111,3078,Patrick,Peterson,(189) 579-7464,patrick.peterson@icloud.com,kY78-99219022,6.64
74105,8120,Gary,Smith,(345) 536-8479,gary.smith@outlook.com,sU04-26194199,17.69
56708,7445,Lori,Hill,(195) 271-6064,lori.hill@icloud.com,MX68-60644991,17.17
74716,2163,Cameron,Palmer,(771) 004-1927,cameronpalmer@comcast.net,OK92-04802452,23.1
97722,1430,Mitchell,Nunez,(513) 234-4084,mitchellnunez@comcast.net,CJ70-53129312,23.69
29852,7170,Daniel,Johnston,(190) 668-4586,danieljohnston@gmail.com,UJ98-16782448,23.88
61342,7227,Joseph,Riley,(395) 456-5600,joseph_riley@comcast.net,xp33-24059904,4.64
20292,3981,Joe,Rosales,(286) 537-8218,joe_rosales@outlook.com,vc57-27399942,1.68
11109,3198,Kyle,Rogers,(581) 769-7223,kyle_rogers@hotmail.com,qI16-79626434,2.35
38726,7443,Kathy,Perez,(767) 739-3812,kathy.perez@comcast.net,GY07-99489792,29.92
69322,2506,Gabriela,Rodriguez,(965) 869-0291,grodriguez@mail.com,Iv79-82160177,26.29
85890,7445,Molly,Taylor,(045) 937-1774,molly.taylor@comcast.net,wX58-16646981,17.47
10922,1580,Raymond,Glover,(793) 869-4001,raymondglover@outlook.com,MZ45-32848907,12.51
32618,1518,Kristina,Barker,(615) 781-5906,kristina.barker@mail.com,IZ98-49024954,10.82
86969,6060,Calvin,Mercer,(015) 458-3500,calvin.mercer@hotmail.com,Dz79-65936057,5.61
36528,7993,Mark,Christensen,(232) 647-3934,markchristensen@icloud.com,cs81-50989430,19.13
30774,2325,Aaron,Stuart,(181) 858-0214,aaron_stuart@icloud.com,rl69-60255701,13.42
62145,1926,Laura,Butler,(206) 647-8649,laura.butler@outlook.com,ZP77-71013711,27.89
68333,7227,Heather,Yu,(357) 851-9248,heather.yu@hotmail.com,Kd34-53620229,13.64
29057,5674,Kristin,Moses,(403) 557-6755,mosesk@comcast.net,TM55-10385297,7.02
85165,2810,Crystal,Wolfe,(768) 813-0964,cwolfe@comcast.net,xY29-07314694,4.14
95596,7038,Cynthia,Church,(177) 104-7572,cynthiachurch@aol.com,JA11-94431076,21.86
55037,7977,Micheal,Cook,(664) 817-2234,michealcook@yahoo.com,oY13-79647671,16.27
78778,2733,Adam,Crawford,(059) 282-7131,crawforda@aol.com,cf15-46356006,12.12
20476,8130,Tammy,Mitchell,(245) 705-8022,tammy.mitchell@yahoo.com,kR91-26819430,12.84
48605,6917,Heather,Jones,(715) 206-1236,heather.jones@hotmail.com,kf17-45608303,20.91
31949,7523,Brett,Lutz,(445) 235-7089,blutz@gmail.com,mg68-93329430,4.61
37334,8780,William,Williams,(891) 732-7689,william_williams@gmail.com,Vy79-85803232,23.61
33354,7799,John,Rhodes,(566) 902-5747,rhodesj@aol.com,gL64-87897368,6.3
69936,2529,Jasmine,Hubbard,(199) 776-2991,jasminehubbard@mail.com,Hm08-90857834,12.0
98394,2062,William,Robinson,(068) 148-5017,williamrobinson@comcast.net,Uu05-47379412,7.23
32238,9101,Christopher,Brown,(719) 680-8300,cbrown@yahoo.com,DB53-51993066,27.38
72655,7724,Ellen,Sanchez,(354) 495-1137,esanchez@comcast.net,sY15-98398709,20.27
71574,4105,Jonathan,Mitchell,(421) 372-7304,jmitchell@gmail.com,Mw15-04428975,1.89
85715,8087,Edgar,Sexton,(788) 489-0244,esexton@outlook.com,jT92-38867994,1.65
71819,9101,Jason,Bryant,(678) 336-5814,jason_bryant@gmail.com,vI57-23731161,21.6
80674,1867,Kathleen,Cannon,(243) 357-6535,kcannon@hotmail.com,ku52-76612563,15.76
57398,3322,Amy,Lane,(012) 414-0346,amylane@aol.com,iK73-98180405,23.5
62029,8872,Matthew,Montgomery,(077) 269-7338,mmontgomery@outlook.com,fk12-71801803,27.19
36364,5335,Jaclyn,Delgado,(358) 869-5295,jaclyn_delgado@icloud.com,ao45-28468609,24.68
29160,9258,Jeffrey,Hamilton,(301) 466-3381,jhamilton@outlook.com,jU09-71670014,2.3
78461,6868,Jordan,Lopez,(830) 026-5924,jlopez@gmail.com,BA01-31270290,11.7
20209,2861,Linda,Garcia,(950) 689-8046,lindagarcia@aol.com,us19-02900274,25.1
57656,6255,Christine,Nichols,(354) 284-4550,christinenichols@mail.com,Ac30-62799439,16.97
76259,8005,Scott,Chavez,(659) 900-7551,scott_chavez@icloud.com,UT43-88286651,21.72
43632,2997,David,Reynolds,(564) 995-9682,reynoldsd@mail.com,Ra25-78207604,6.56
59425,4162,Angel,Nguyen,(920) 655-0081,nguyena@comcast.net,ES80-78053902,14.58
59611,4495,Timothy,Jackson,(342) 687-3601,timothyjackson@icloud.com,Ga40-18798879,28.96
47118,5003,Thomas,Smith,(535) 184-9714,thomassmith@yahoo.com,mz72-56308163,15.88
31188,2325,Courtney,James,(765) 556-2046,courtney_james@gmail.com,NY25-93232694,6.92
88928,7038,Deborah,Thomas,(465) 320-9652,dthomas@outlook.com,mY16-64150386,3.36
73006,8780,Jamie,Black,(030) 883-3568,jamie_black@gmail.com,lG92-81685746,9.94
79703,5674,Anna,Hooper,(713) 399-4809,hoopera@comcast.net,Bo21-25376573,5.03
83176,1580,Wendy,Michael,(325) 985-2038,wendy_michael@comcast.net,KN07-22224721,6.14
20400,3698,Christine,Holland,(086) 593-9695,christineholland@mail.com,Uq45-01989400,8.58
17254,4557,Nicole,Bell,(031) 752-7537,belln@aol.com,sZ89-33237645,9.87
91973,2524,Brent,Reilly,(674) 755-6196,reillyb@mail.com,XY55-44161161,26.73
53534,4495,Amy,Miller,(467) 070-0706,amymiller@yahoo.com,rg82-26865253,16.41
89072,2869,Catherine,Watson,(396) 770-4634,cwatson@hotmail.com,We30-41626199,2.12
82464,6567,Tonya,Jordan,(428) 023-9759,tonya.jordan@comcast.net,LI96-87072721,22.04
19728,4253,Steven,Horn,(548) 666-6565,stevenhorn@hotmail.com,UF54-86410472,17.51
31914,9743,Angelica,Martinez,(658) 867-3532,angelicamartinez@hotmail.com,lG21-39522929,9.07
26741,6370,Bianca,Edwards,(060) 895-2605,bianca_edwards@gmail.com,CU24-71170481,24.51
35488,2829,Lisa,Barnett,(125) 935-5765,lisabarnett@yahoo.com,pE42-81065265,15.28
27593,6167,Pamela,Park,(728) 665-1520,pamelapark@gmail.com,ec64-26503463,17.12
86246,1580,Jared,Allen,(268) 535-7844,jallen@mail.com,Xm56-17998711,8.43
43348,3447,Kayla,Vaughn,(130) 276-3149,vaughnk@comcast.net,eB59-35444459,4.36
68438,7977,Richard,Griffin,(087) 996-7123,rgriffin@icloud.com,XL67-06297090,13.76
48141,2905,Rachel,Williams,(526) 937-4265,williamsr@gmail.com,mA22-88919331,12.33
12964,6991,Justin,Crawford,(858) 759-8099,jcrawford@aol.com,Wf31-14832198,24.98
15097,2997,Nicholas,Smith,(152) 068-6197,nicholas.smith@comcast.net,zy77-17437074,25.37
69166,3836,Rachael,West,(077) 661-9576,westr@aol.com,Bf32-12513742,18.65
44244,7577,Denise,Hale,(388) 571-2842,denise_hale@mail.com,Be96-62344228,28.99
60929,5335,Katrina,Young,(180) 800-3431,katrina.young@mail.com,Jw13-60210402,3.69
34284,1906,Barry,Osborn,(769) 128-2560,barryosborn@outlook.com,AZ55-90571240,23.75
55403,2529,Lindsay,Bell,(443) 179-7739,lindsay_bell@icloud.com,My54-90404406,20.88
54048,6073,Calvin,Simmons,(946) 913-8672,calvin_simmons@mail.com,Ht31-07537250,21.71
81566,3764,Nancy,Hicks,(324) 899-4384,nhicks@aol.com,aI36-91153040,7.78
88035,6417,Aaron,Choi,(594) 959-0371,aaron_choi@aol.com,XD33-45968404,8.31
51024,8437,Luke,Knight,(753) 733-4167,luke_knight@aol.com,RH00-91286415,8.84
94188,4258,Carrie,Thomas,(904) 871-4817,carriethomas@mail.com,gl89-59579545,14.89
51885,7445,Natalie,Flores,(407) 046-5960,natalie_flores@outlook.com,Ne28-44838695,1.99
79500,6700,Alyssa,Brown,(352) 365-0654,alyssa.brown@hotmail.com,Jn86-05548929,23.93
92793,2905,Nancy,Rose,(102) 542-2102,nrose@hotmail.com,qD42-61191676,13.77
61711,5790,Carlos,Hines,(106) 254-1703,carlos_hines@yahoo.com,uD28-23097239,17.11
47982,1755,Robert,Mitchell,(505) 670-5262,robertmitchell@outlook.com,VA97-80222401,18.94
97715,9743,Christopher,Martin,(742) 889-8792,martinc@aol.com,jx46-74273534,18.72
44491,3999,Phillip,Foster,(763) 616-5584,phillip_foster@mail.com,pJ05-76657397,5.75
98073,8120,Shawn,Perez,(881) 838-5909,shawn.perez@mail.com,yE95-76175327,22.91
14438,7724,Jennifer,Aguilar,(147) 271-0402,jenniferaguilar@aol.com,tH18-07986352,16.04
64675,8274,Steven,Hughes,(115) 025-1171,steven_hughes@comcast.net,dQ78-66855556,16.39
79956,4327,Kevin,Cole,(110) 394-9350,kcole@aol.com,rp16-23448767,6.29
69134,6803,Carlos,Vance,(914) 493-7622,carlos.vance@hotmail.com,GJ39-94896885,2.88
71217,2986,Mark,Barrett,(502) 946-5402,barrettm@aol.com,KK13-82367260,25.75
36563,8981,Tonya,Turner,(040) 458-4352,tonyaturner@yahoo.com,MP88-35120396,14.34
71599,7246,Thomas,Johnson,(300) 872-9983,johnsont@aol.com,ui11-45584724,24.19
65212,1518,Anthony,Mcdowell,(523) 807-7122,mcdowella@aol.com,bE05-83903533,2.01
50542,4105,Tiffany,Martinez,(302) 953-3497,tmartinez@aol.com,eI79-53481112,13.76
80612,6417,Adam,Williamson,(818) 560-8232,adamwilliamson@hotmail.com,jc20-97117953,5.78
54100,1867,Joseph,Lewis,(280) 005-9041,joseph.lewis@gmail.com,yE84-17560081,1.76
48013,4011,William,Shepherd,(290) 347-6739,wshepherd@hotmail.com,JB25-71681424,26.92
99016,5846,Elizabeth,Chaney,(882) 541-3423,elizabeth.chaney@hotmail.com,kg71-52691675,14.27
63235,3930,Michael,Stewart,(710) 615-9274,michael_stewart@mail.com,fb98-10152750,3.12
40201,1708,Angela,Kelly,(078) 454-2566,angela_kelly@comcast.net,nf95-74449952,20.77
60970,6255,Beverly,Cameron,(475) 430-4357,cameronb@comcast.net,pH42-56113997,21.47
14083,6579,Savannah,Bryant,(411) 829-2503,savannahbryant@gmail.com,Hj78-92448932,3.98
49488,8216,Brianna,Eaton,(537) 556-5540,briannaeaton@hotmail.com,YH68-58175956,24.45
72374,6672,Angela,Young,(578) 586-9077,angelayoung@outlook.com,cy37-42637548,20.15
16171,2623,Christopher,Gonzalez,(005) 195-7604,cgonzalez@aol.com,ZH56-68142417,29.28
98605,1926,Danielle,Gonzales,(890) 367-7182,gonzalesd@hotmail.com,Ly71-97328256,17.32
20324,4231,Patricia,Griffin,(800) 493-7197,patriciagriffin@hotmail.com,zv46-35850763,23.6
90339,7993,Michael,Hernandez,(803) 316-5664,hernandezm@outlook.com,kV51-26076967,18.83
27966,8087,Steve,Williams,(895) 500-1348,stevewilliams@icloud.com,GI05-68281808,1.41
59295,7038,Monica,Reyes,(745) 813-5618,reyesm@icloud.com,Cl81-00788888,24.01
79349,8298,Austin,Johnson,(009) 844-0684,austinjohnson@outlook.com,nJ65-65514989,7.78
98497,8274,Edwin,Thompson,(176) 655-7826,thompsone@hotmail.com,gq36-10645791,22.8
65800,1580,Theresa,James,(970) 274-1037,jamest@aol.com,hj09-30214636,21.85
25906,6991,Raymond,Evans,(324) 933-7182,revans@aol.com,Ig05-26658699,10.08
15534,3891,Gordon,Harmon,(091) 074-4429,gordonharmon@yahoo.com,VR64-53940118,11.78
14753,2506,Zachary,Gardner,(182) 436-8798,zachary_gardner@aol.com,ow56-68336904,27.99
49270,2968,Carol,Williamson,(077) 789-5675,williamsonc@gmail.com,UF48-65491022,25.25
24639,9993,Maureen,Rose,(589) 641-3605,rosem@comcast.net,oN16-90727490,6.83
66600,6417,Thomas,Waller,(485) 506-6417,thomas_waller@yahoo.com,iz55-93529025,23.69
52146,5563,William,King,(896) 377-7283,william_king@mail.com,XD21-37873910,12.98
24886,2968,Robert,Williams,(244) 633-1092,robert_williams@comcast.net,cL95-79508302,17.96
86363,9621,Jessica,Reyes,(909) 605-0137,jessica.reyes@outlook.com,nY79-07518948,13.4
73183,7262,Joan,Chavez,(012) 762-1558,chavezj@outlook.com,SS11-58735290,25.19
14080,9258,Karen,Wilson,(057) 090-3292,wilsonk@hotmail.com,VZ82-99599393,22.49
49724,1425,James,Cruz,(911) 546-4190,cruzj@comcast.net,nP91-28939628,15.66
73916,8419,Monica,Campbell,(863) 615-1538,monicacampbell@gmail.com,rb92-79948654,3.7
71972,8780,David,Mason,(599) 638-1570,david.mason@icloud.com,AM70-27857036,8.48
64783,9621,Deborah,Bradshaw,(413) 767-1144,dbradshaw@icloud.com,Ni46-52807779,6.88
52050,2743,Dawn,Collier,(476) 775-0496,dawn_collier@icloud.com,Aq31-44273637,4.06
82869,2733,Marco,Bruce,(544) 472-1155,marco_bruce@hotmail.com,Yc70-50548988,7.43
50172,2678,Aaron,Parker,(694) 471-6015,aaron_parker@outlook.com,rt60-41620706,12.52
29014,8274,Thomas,Reid,(425) 861-5092,thomas_reid@aol.com,cf68-98299203,24.17
12758,2810,Lauren,Love,(811) 307-7297,lovel@hotmail.com,zD85-20751712,29.41
27822,7903,Michael,Wright,(373) 536-3670,michael.wright@yahoo.com,xC88-75631282,23.27
42380,2897,Anthony,Pierce,(158) 846-9127,anthony_pierce@outlook.com,FU29-84930425,17.17
84975,6917,Benjamin,Barrera,(545) 405-4385,benjamin_barrera@aol.com,Vg04-33916955,9.39
91232,2319,Deanna,Roberts,(891) 369-7395,droberts@hotmail.com,MC36-32244011,17.86
54992,5579,Maureen,Gould,(870) 713-5452,maureen_gould@yahoo.com,EQ53-90099790,23.62
45110,2905,Brandon,Vasquez,(504) 321-7662,bvasquez@hotmail.com,al14-98137384,18.73
27726,6127,Steven,Matthews,(088) 945-4316,steven.matthews@gmail.com,jx17-13406443,13.79
58250,9993,Kristina,Banks,(408) 542-7716,banksk@hotmail.com,Og60-85403199,28.75
86492,3488,Steven,Davis,(002) 123-6143,daviss@comcast.net,xN95-27471782,25.46
99926,6370,Jeffrey,Jones,(712) 896-6986,jeffrey.jones@outlook.com,Bd61-64676065,3.89
34052,1867,Frank,Bell,(543) 092-7611,bellf@comcast.net,ZR21-89820517,27.51
97553,5317,Rebecca,Myers,(704) 239-6465,myersr@mail.com,CG73-35909748,23.38
17921,1430,Denise,Horne,(782) 428-1035,horned@aol.com,hq43-15254504,13.56
97221,5107,Evelyn,Martinez,(265) 123-3973,martineze@hotmail.com,qQ50-99053636,6.48
87459,8120,Kathryn,Patel,(893) 241-7213,kathryn.patel@hotmail.com,na08-87154739,1.36
38169,2678,John,Valentine,(773) 316-6897,valentinej@icloud.com,aM44-47321767,3.74
19121,8087,Jordan,Guzman,(723) 576-6409,jordan_guzman@gmail.com,Zn43-29664166,29.52
60703,3322,Jessica,Short,(350) 391-4273,shortj@gmail.com,vM83-02837961,29.21
41220,6567,Luis,Hicks,(319) 118-9607,luis.hicks@aol.com,cC27-44339385,14.65
55554,1926,Alicia,Coleman,(399) 294-6503,colemana@hotmail.com,ub17-61002706,19.14
14931,5674,Leah,Campos,(828) 487-6584,leahcampos@yahoo.com,Ys56-63175472,15.56
39640,9926,Kenneth,Rodriguez,(654) 745-4648,kennethrodriguez@icloud.com,XQ22-91198460,18.5
12356,1824,Mark,Peters,(295) 688-9985,mpeters@comcast.net,Lw71-72373256,18.0
70927,3926,Cynthia,Yang,(535) 393-3098,cyang@yahoo.com,bV71-60694788,23.84
78907,7227,Scott,Sparks,(936) 333-6840,scottsparks@gmail.com,EQ82-30292094,6.42
89451,2407,Christopher,Brooks,(341) 071-2320,brooksc@yahoo.com,XX10-97275162,16.27
13107,3764,Mary,Wells,(188) 538-5424,mwells@comcast.net,tU22-87452594,6.17
72011,8437,Felicia,Yates,(776) 071-5355,felicia.yates@aol.com,LM60-97388082,11.52
53286,1755,Jessica,Grant,(339) 917-9556,grantj@icloud.com,cZ70-36136402,1.32
40903,1207,Evan,Evans,(534) 620-5582,evan.evans@outlook.com,py10-31528190,26.0
20804,1906,Ashley,Duncan,(296) 293-6257,ashley_duncan@gmail.com,AI56-96683424,13.94
16136,2822,George,Valdez,(557) 873-3467,valdezg@gmail.com,VI10-20332138,23.49
37829,3698,Ronald,Watson,(894) 497-7164,ronald.watson@outlook.com,ON85-93073940,4.33
59315,6024,Mary,Warren,(742) 988-8413,warrenm@mail.com,lx59-64135763,12.2
36803,6868,Kristina,Caldwell,(819) 853-1310,kristina.caldwell@gmail.com,pT60-52328930,18.05
71149,8120,Jane,Campbell,(464) 918-7914,jane_campbell@aol.com,Vu93-75539454,28.57
73338,8785,Michelle,Thompson,(623) 624-8129,mthompson@gmail.com,Qo82-04456287,3.99
56747,6672,Paula,Morrow,(746) 955-9797,paulamorrow@mail.com,Rp92-78607114,9.11
34604,6214,Holly,Carlson,(777) 088-5326,holly_carlson@icloud.com,KW44-29319102,13.3
94192,2623,Shannon,Brandt,(383) 571-7319,shannon.brandt@yahoo.com,MI00-20999810,8.19
98683,5003,Brad,Richards,(385) 482-7308,brad_richards@icloud.com,ii40-90302173,8.29
62674,7844,Kevin,Kennedy,(660) 533-7484,kevin.kennedy@outlook.com,ok19-77392244,15.8
66671,8298,Erik,Keith,(876) 114-2449,keithe@outlook.com,Kc53-20367714,29.43
71979,7038,Hector,Morales,(135) 093-4216,hector_morales@mail.com,FE76-03833178,6.08
94514,3981,Chris,Allen,(986) 713-8698,callen@comcast.net,tJ00-42627788,24.18
57994,9101,Rebecca,Wagner,(494) 192-8043,wagnerr@icloud.com,Jy09-13551644,8.82
51381,8190,Ricky,Matthews,(922) 361-2899,ricky.matthews@outlook.com,Dj77-71620774,27.62
13102,7619,Jamie,Allen,(824) 087-8930,jamieallen@gmail.com,IF10-20340893,11.54
77235,1430,Dakota,White,(254) 107-8760,whited@mail.com,QK89-52861729,2.14
19561,2943,John,Chapman,(432) 752-2406,johnchapman@icloud.com,Kr31-08045874,23.16
69265,5003,Sarah,Goodman,(294) 890-4586,sarah.goodman@icloud.com,qA14-41268258,4.5
16253,6127,Angie,Smith,(100) 974-1966,angiesmith@aol.com,wv06-87327391,4.9
50154,2319,Joseph,Smith,(267) 243-9408,josephsmith@gmail.com,ot99-85906767,6.91
19915,1617,Melissa,Roberts,(976) 748-5469,mroberts@yahoo.com,Ug81-49975661,12.34
74045,3926,Margaret,Carter,(793) 893-8206,margaretcarter@mail.com,yt34-56084350,11.12
25497,6579,Melissa,Olson,(006) 709-6132,molson@icloud.com,uW93-33984764,23.44
33065,5960,Dean,Booth,(749) 914-0217,boothd@outlook.com,rX88-07588964,18.51
